source_text,translated_text,context
How many times the event must occur to complete the challenge,كم مرة يجب أن يحدث الحدث لإكمال التحدي,
Hub Dashboard,لوحة المركز,
Human Handoff Keywords,كلمات التحويل للعامل البشري,
Human Queue,طابور العامل البشري,
Humorous,فكاهي,
Hunt Config,تكوين البحث,
Hunt Configs,تكوينات البحث,
Hunt Logs,سجلات البحث,
Hunt Name,اسم البحث,
Hunter,هانتر,
Icon,الأيقونة,
"If checked, segment members are recalculated dynamically from filters",إذا تم التحديد، يتم إعادة حساب أعضاء الشريحة ديناميكياً من الفلاتر,
"If unchecked, agents only see their own rank",إذا لم يتم التحديد، يرى الوكلاء ترتيبهم فقط,
If-then automation for CRM events,قواعد إذا-ثم لأحداث CRM,
Ignore,تجاهل,
Ignored,تم التجاهل,
Image,صورة,
Image generation,إنشاء الصور,
Image Prompt,وصف الصورة,
Import,استيراد,
In Progress,قيد التنفيذ,
in_list,في القائمة,
Inactive,غير نشط,
Individual,فردي,
Individual Contributor,مساهم فردي,
Industry,الصناعة,
Industry Preset,قالب الصناعة,
Industry Terminology,مصطلحات الصناعة,
Inflation Hedger,متحوط من التضخم,
Inflation Hedgers,متحوطون من التضخم,
Influencer,مؤثر,
Influencer Campaign,حملة المؤثرين,
Influencer Campaign Row,صف حملة المؤثرين,
Influencer Profile,ملف المؤثر,
Influencers,المؤثرون,
Input,الإدخال,
Inspiring,ملهم,
Instagram,إنستغرام,
Instagram Business Account ID,معرف حساب إنستغرام للأعمال,
Instagram Handle,حساب إنستغرام,
Instructions shown before the call connects,تعليمات تظهر قبل اتصال المكالمة,
Instructions/tips shown to agent before calling,تعليمات/نصائح تظهر للوكيل قبل الاتصال,
Insufficient permissions,صلاحيات غير كافية,
Intel Entries,إدخالات الاستخبارات,
Intel Type,نوع الاستخبارات,
Interaction Automation Rule,قاعدة أتمتة التفاعل,
Interaction Queue,طابور التفاعل,
Interaction Type,نوع التفاعل,
Interactions,التفاعلات,
Interested,مهتم,
Invalid JSON in filters: {0},JSON غير صالح في الفلاتر: {0},
Invited,مدعو,
Is Active,نشط,
Is Broker Detected,تم كشف وسيط,
Is Competitor Review,تقييم منافس,
Is Default,افتراضي,
Is Verified,موثّق,
is_not_set,غير محدد,
is_set,محدد,
"Jinja variables: {{ lead_name }}, {{ company }}, {{ agent_name }}, {{ phone }}",متغيرات Jinja: {{ lead_name }}، {{ company }}، {{ agent_name }}، {{ phone }},
Journey,رحلة,
Journey Days,أيام الرحلة,
Journey Name,اسم الرحلة,
Journey Steps,خطوات الرحلة,
Journey Touchpoint,نقطة تواصل الرحلة,
Journeys,الرحلات,
"JSON array of checklist items, e.g. [""Confirm email"",""Schedule follow-up"",""Update status""]","مصفوفة JSON لعناصر قائمة التحقق، مثال: [""تأكيد البريد"",""جدولة المتابعة"",""تحديث الحالة""]",
"JSON array of contact field names to display, e.g. [""company_name"",""territory"",""annual_revenue""]","مصفوفة JSON لأسماء حقول جهات الاتصال، مثال: [""company_name"",""territory"",""annual_revenue""]",
JSON array of field names to highlight prominently,مصفوفة JSON لأسماء الحقول المراد إبرازها,
"JSON array of field names to show during call, e.g. [""company_name"",""territory"",""annual_revenue""]","مصفوفة JSON لأسماء الحقول المعروضة أثناء المكالمة، مثال: [""company_name"",""territory"",""annual_revenue""]",
"JSON log of each step execution: [{step_idx, step_name, channel, status, sent_at, error}]","سجل JSON لتنفيذ كل خطوة: [{step_idx, step_name, channel, status, sent_at, error}]",
Key Fields,الحقول الرئيسية,
Key Message,الرسالة الرئيسية,
Keyword Filters,فلاتر الكلمات المفتاحية,
Language,اللغة,
Last Attempt,آخر محاولة,
Last Calculated,آخر حساب,
Last Call,آخر مكالمة,
Last Checked,آخر فحص,
Last Price Check,آخر فحص سعر,
Last Profiled At,آخر تحليل في,
Last Roi Check,آخر فحص عائد,
Last Step At,آخر خطوة في,
Last Step Name,اسم آخر خطوة,
Last Synced,آخر مزامنة,
Last Touch,آخر تواصل,
Last Updated,آخر تحديث,
Last Viewed At,آخر عرض في,
Lead,عميل محتمل,
Lead Actions,إجراءات العميل المحتمل,
Lead Capture,التقاط العملاء المحتملين,
Lead Count,عدد العملاء المحتملين,
Lead Created,إنشاء عميل محتمل,
Lead Distribution Rule,قاعدة توزيع العملاء المحتملين,
"Lead field to evaluate (e.g. source, industry, company_name)",حقل العميل المحتمل للتقييم (مثال: المصدر، الصناعة، اسم الشركة),
Lead Label,تسمية العميل المحتمل,
Lead Management,إدارة العملاء المحتملين,
Lead Metrics,مقاييس العملاء المحتملين,
Lead Name,اسم العميل المحتمل,
Lead name is required,اسم العميل المحتمل مطلوب,
Lead Owner,مسؤول العميل المحتمل,
Lead Profiles,ملفات العملاء المحتملين,
Lead Score,نقاط العميل المحتمل,
Lead Score Changed,تم تغيير نقاط العميل المحتمل,
Lead Score Distribution,توزيع نقاط العملاء,
Lead Score Log,سجل نقاط العميل المحتمل,
Lead Scoring,تسجيل نقاط العملاء,
Lead scoring criteria and weights,معايير وأوزان تسجيل نقاط العملاء,
Lead Scoring Enabled,تسجيل نقاط العملاء مفعّل,
Lead Scoring Rule,قاعدة تسجيل نقاط العملاء,
Lead Segment,شريحة العملاء المحتملين,
Lead Targeted,عميل مستهدف,
Lead {0} not found,العميل المحتمل {0} غير موجود,
Leaderboard,لوحة المتصدرين,
Leaderboard Configuration,تكوين لوحة المتصدرين,
Leaderboard Period,فترة لوحة المتصدرين,
Leads,العملاء المحتملين,
Leads (MTD),العملاء المحتملين (منذ بداية الشهر),
Leads Assigned,العملاء المعيّنين,
Leads Contacted,العملاء الذين تم التواصل معهم,
Leads Converted,العملاء المحوّلين,
Leads Created,العملاء المُنشأين,
Leads Disqualified,العملاء غير المؤهلين,
Leads Gen.,العملاء المولّدين,
Leads Generated,العملاء المولّدين,
left,متبقي,
less_than,أقل من,
Level Color,لون المستوى,
Level Name,اسم المستوى,
Level Number,رقم المستوى,
Level Perks,امتيازات المستوى,
Level Progression,تقدم المستوى,
Level Up!,ارتقاء مستوى!,
levels,مستويات,
Levels,المستويات,
Lifestyle,نمط الحياة,
Linear,خطي,
Link to AZ Call Log or Communication,رابط لسجل مكالمات AZ أو الاتصال,
LinkedIn,لينكدإن,
LinkedIn Access Token,رمز وصول لينكدإن,
LinkedIn Organization ID,معرف منظمة لينكدإن,
LinkedIn Sales Nav URL,رابط لينكدإن Sales Nav,
Linkedin Url,رابط لينكدإن,
List,قائمة,
List Members,أعضاء القائمة,
List Name,اسم القائمة,
Lists,القوائم,
load_based,مبني على الحمل,
Loading 360° view…,جارٍ تحميل عرض 360°...,
Loading badges...,جارٍ تحميل الشارات...,
Loading call context...,جارٍ تحميل سياق المكالمة...,
Loading challenges...,جارٍ تحميل التحديات...,
Loading Gamification Hub...,جارٍ تحميل مركز الألعاب التحفيزية...,
Loading...,جارٍ التحميل...,
Loading…,جارٍ التحميل...,
Lookback Window Days,أيام نافذة الاستعادة,
Lower number = higher priority,رقم أقل = أولوية أعلى,
Lusha,لوشا,
Lusha API Key,مفتاح API لوشا,
Lusha enrichment API key,مفتاح API إثراء لوشا,
Luxury,فاخر,
Lv.,م.,
Manager,المدير,
Manual,يدوي,
manual_pool,مجموعة يدوية,
Marketing,التسويق,
Marketing List,قائمة التسويق,
Marketing List Member,عضو قائمة التسويق,
Marketing Lists,قوائم التسويق,
Marketing Manager,مدير التسويق,
Marketing Mgr,مدير التسويق,
Master toggle for the entire gamification system,مفتاح رئيسي لنظام الألعاب التحفيزية بالكامل,
Match Field 1,حقل المطابقة 1,
Match Field 2,حقل المطابقة 2,
Match Field 3,حقل المطابقة 3,
Match Fields,حقول المطابقة,
Match Type,نوع المطابقة,
Matched Rule,القاعدة المطابقة,
Max Concurrent Calls,أقصى مكالمات متزامنة,
Max Concurrent Leads,أقصى عملاء متزامنين,
Max History Items,أقصى عناصر السجل,
Max Level!,أقصى مستوى!,
Max Open Items,أقصى عناصر مفتوحة,
Max Points Per Occurrence,أقصى نقاط لكل حدث,
Max Results Per Run,أقصى نتائج لكل تشغيل,
Max Streak Multiplier,أقصى مضاعف للسلسلة,
Maximum concurrent open leads/opportunities,أقصى عملاء/فرص مفتوحين متزامنين,
Maximum Lead Score,أقصى نقاط للعميل المحتمل,
Maximum times this event can earn points per day. 0 = unlimited.,أقصى مرات يمكن لهذا الحدث كسب نقاط يومياً. 0 = بلا حدود.,
Media Asset,أصل وسائط,
Media Assets,أصول الوسائط,
Member,عضو,
Member Count,عدد الأعضاء,
Member not found in list,العضو غير موجود في القائمة,
Members,الأعضاء,
Mention,ذكر,
Merge,دمج,
Merge Suggestion,اقتراح دمج,
Message,رسالة,
Messages,الرسائل,
Messages Sent,الرسائل المرسلة,
Meta,ميتا,
Meta Access Token,رمز وصول ميتا,
Meta Ad Account ID,معرف حساب إعلانات ميتا,
Meta Page Access Token,رمز وصول صفحة ميتا,
Metadata,البيانات الوصفية,
Metrics,المقاييس,
Milestone,معلم,
Minimum minutes between earning points from this event. 0 = no cooldown.,أدنى دقائق بين كسب النقاط من هذا الحدث. 0 = بدون انتظار.,
Minimum Points,أدنى نقاط,
Minutes,دقائق,
Mixed,مختلط,
mixed,مختلط,
Model for quality content generation,نموذج لإنشاء محتوى عالي الجودة,
"Model for quick tasks (profiling, tagging)",نموذج للمهام السريعة (التحليل، التوسيم),
Model Name,اسم النموذج,
Model Type,نوع النموذج,
Model Used,النموذج المستخدم,
Models,النماذج,
Monday,الاثنين,
Monitoring Active,المراقبة نشطة,
monthly,شهري,
Monthly,شهري,
Monthly Revenue Target,هدف الإيرادات الشهرية,
Moved to,تم النقل إلى,
Multiplier Applied,المضاعف المطبق,
Multiplier Description,وصف المضاعف,
Multiplier Factor,عامل المضاعفة,
Multiplier Factor cannot be negative,عامل المضاعفة لا يمكن أن يكون سالباً,
My Open Leads,عملائي المحتملين المفتوحين,
N/A,غ/م,
Name,الاسم,
Negative,سلبي,
Negative Review,تقييم سلبي,
Negotiating,جارٍ التفاوض,
Neutral,محايد,
New,جديد,
New Ad,إعلان جديد,
New Campaign,حملة جديدة,
New Classification,تصنيف جديد,
New Content,محتوى جديد,
New Context Rule,قاعدة سياق جديدة,
New Dialer Campaign,حملة اتصال جديدة,
New Document,مستند جديد,
New List,قائمة جديدة,
New Offer,عرض جديد,
New Rule,قاعدة جديدة,
New Score,النقاط الجديدة,
New Sequence,تسلسل جديد,
Next Action At,الإجراء التالي في,
Next Node Id,معرف العقدة التالية,
Next Retry At,الإعادة التالية في,
Next Step Due,موعد الخطوة التالية,
Niche,التخصص,
No active breaches,لا توجد انتهاكات نشطة,
No active challenges,لا توجد تحديات نشطة,
No active enrollment found for this contact,لم يتم العثور على تسجيل نشط لجهة الاتصال هذه,
No activity yet. Start earning points!,لا يوجد نشاط بعد. ابدأ بكسب النقاط!,
No agent data available,لا تتوفر بيانات وكلاء,
No Answer,لا رد,
No Audience Segment linked,لا توجد شريحة جمهور مرتبطة,
No available agents in this rule,لا يوجد وكلاء متاحون في هذه القاعدة,
No classifications,لا توجد تصنيفات,
No communications,لا توجد اتصالات,
No communications yet.,لا توجد اتصالات بعد.,
No Contact Classification linked,لا يوجد تصنيف جهات اتصال مرتبط,
No contact linked to this customer,لا توجد جهة اتصال مرتبطة بهذا العميل,
No contacts found in the audience segment,لم يتم العثور على جهات اتصال في شريحة الجمهور,
No data,لا توجد بيانات,
No data found.,لم يتم العثور على بيانات.,
No data yet,لا توجد بيانات بعد,
No details available.,لا تتوفر تفاصيل.,
No enrollments found. Link an Audience Segment or create enrollments manually.,لم يتم العثور على تسجيلات. اربط شريحة جمهور أو أنشئ تسجيلات يدوياً.,
No leads assigned,لا يوجد عملاء محتملين معيّنين,
No lists yet,لا توجد قوائم بعد,
No phone number found for this customer,لم يتم العثور على رقم هاتف لهذا العميل,
No pipeline stages,لا توجد مراحل مسار,
No recent communications,لا توجد اتصالات حديثة,
No related records.,لا توجد سجلات مرتبطة.,
No rules yet,لا توجد قواعد بعد,
No score history found,لم يتم العثور على سجل نقاط,
No segments,لا توجد شرائح,
No tasks or assignments.,لا توجد مهام أو تعيينات.,
No team members found,لم يتم العثور على أعضاء فريق,
No templates,لا توجد قوالب,
Node Id,معرف العقدة,
Node Type,نوع العقدة,
Nodes,العقد,
None,لا شيء,
Not Contacted,لم يتم التواصل,
Not Interested,غير مهتم,
Not Responded,لم يتم الرد,
not_equals,لا يساوي,
Notes,الملاحظات,
Notification Settings,إعدادات الإشعارات,
Notify Agent,إشعار الوكيل,
Notify on Badge Earned,إشعار عند الحصول على شارة,
Notify on Challenge Complete,إشعار عند إكمال التحدي,
Notify on Level Up,إشعار عند ارتقاء المستوى,
Notify on Points Earned,إشعار عند كسب النقاط,
Number of days without interaction before score starts decaying,عدد أيام عدم التفاعل قبل بدء تناقص النقاط,
Nurture,الرعاية,
Nurture Journey,رحلة الرعاية,
Nurture Lead Instance,حالة عميل الرعاية,
Nurture Step,خطوة الرعاية,
Occurred At,حدث في,
Off,إيقاف,
Old,قديم,
Old Score,النقاط القديمة,
On,تشغيل,
On Duplicate,عند التكرار,
Only active campaigns can be paused,يمكن إيقاف الحملات النشطة فقط مؤقتاً,
Only active sequences can be paused,يمكن إيقاف التسلسلات النشطة فقط مؤقتاً,
Only check items with this status,فقط فحص العناصر بهذه الحالة,
Only execute if this evaluates to true. E.g.: {{ not responded }},تنفيذ فقط إذا كان التقييم صحيحاً. مثال: {{ not responded }},
Open Breaches,الانتهاكات المفتوحة,
Open Leads,العملاء المحتملين المفتوحين,
Open Tasks,المهام المفتوحة,
openai,openai,
OpenAI API Key,مفتاح OpenAI API,
Operator,المعامل,
Opportunities,الفرص,
Opportunities Lost,الفرص الخاسرة,
Opportunities Won,الفرص الرابحة,
Opportunity,فرصة,
Opportunity Lead,عميل الفرصة,
Opportunity status that triggers auto deal room creation,حالة الفرصة التي تشغل إنشاء غرفة صفقة تلقائياً,
Opps,الفرص,
Opt Out Count,عدد إلغاء الاشتراك,
Opt Outs,إلغاءات الاشتراك,
Opt-Out Reason,سبب إلغاء الاشتراك,
Opted Out,تم إلغاء الاشتراك,
Optimal Time Calculated,الوقت المثالي المحسوب,
Optimal Time Override,تجاوز الوقت المثالي,
Optimal Time Rule,قاعدة الوقت المثالي,
Optimal Times,الأوقات المثالية,
Optional badge awarded on completion,شارة اختيارية تُمنح عند الإكمال,
Optional condition that multiplies base points when met,شرط اختياري يضاعف النقاط الأساسية عند تحقيقه,
Options,الخيارات,
Organic Social,الاجتماعي العضوي,
OSINT,الاستخبارات المفتوحة,
OSINT & Enrichment APIs,واجهات برمجة الاستخبارات والإثراء,
OSINT hunt '{0}' queued for lead {1},بحث الاستخبارات '{0}' في الطابور للعميل {1},
OSINT Hunt Configuration,تكوين بحث الاستخبارات,
OSINT Hunt Log,سجل بحث الاستخبارات,
OSINT Intelligence,استخبارات المصادر المفتوحة,
OSINT Outreach,تواصل الاستخبارات,
OSINT Raw Result,نتيجة استخبارات خام,
Osint Result,نتيجة الاستخبارات,
Outbound,صادر,
Outbound calling campaign setup,إعداد حملة الاتصال الصادرة,
Overall Score,النقاط الإجمالية,
Partial,جزئي,
Participants,المشاركون,
Partnerships,الشراكات,
Past Brand Partnerships,شراكات العلامات التجارية السابقة,
Paused,متوقف مؤقتاً,
Paused At,متوقف في,
Paused Reason,سبب التوقف,
Pending,معلّق,
Pending Approval,في انتظار الموافقة,
Performance Metrics,مقاييس الأداء,
Performance Snapshot,لقطة الأداء,
Performance Targets (for target-based events),أهداف الأداء (للأحداث المبنية على الأهداف),
performance_based,مبني على الأداء,
Period,الفترة,
Phone,الهاتف,
Phone Call,مكالمة هاتفية,
Phone Found,تم العثور على الهاتف,
Phone Number,رقم الهاتف,
Phone number is too short: {0},رقم الهاتف قصير جداً: {0},
Phonetic,صوتية,
Pinterest,بينتريست,
Pipeline Board,لوحة المسار,
Pipeline Flow,تدفق المسار,
Pipeline Progress,تقدم المسار,
Pipeline Report,تقرير المسار,
Pipeline Stage,مرحلة المسار,
Pipeline Value,قيمة المسار,
Platform,المنصة,
Platform AdSet ID,معرف مجموعة إعلانات المنصة,
Platform Campaign ID,معرف حملة المنصة,
Platform Insights,رؤى المنصة,
Platform Post Id,معرف منشور المنصة,
Platform Post Url,رابط منشور المنصة,
Platform Review Id,معرف تقييم المنصة,
Platform Search,بحث المنصة,
Platinum,بلاتيني,
Points,النقاط,
Points Configuration,تكوين النقاط,
Points Log,سجل النقاط,
Points System,نظام النقاط,
Points to add when matched (-100 to 100),النقاط المضافة عند المطابقة (-100 إلى 100),
Points to subtract per day of inactivity,النقاط المخصومة لكل يوم خمول,
Policy Name,اسم السياسة,
Poll,استطلاع,
Portfolio Items,عناصر المحفظة,
Position Based,مبني على المنصب,
Positive,إيجابي,
Positive Review,تقييم إيجابي,
Post,منشور,
Post Id,معرف المنشور,
Post-Call Checklist,قائمة ما بعد المكالمة,
Power Dialer,المُتصل القوي,
Pre-Call Briefing,إحاطة ما قبل المكالمة,
Predictive,تنبؤي,
Preset Applied On,تاريخ تطبيق القالب,
Preset Code,رمز القالب,
Preset Name,اسم القالب,
Preview,معاينة,
Preview Agent Call Context,معاينة سياق مكالمة الوكيل,
Preview Agent View,معاينة عرض الوكيل,
Price Alert Triggered,تم تشغيل تنبيه السعر,
Price Change,تغيير السعر,
Pricing,التسعير,
Priority,الأولوية,
Priority Score,نقاط الأولوية,
Processed,تم المعالجة,
Processing,قيد المعالجة,
Processing Date,تاريخ المعالجة,
Product Label,تسمية المنتج,
Professional,مهني,
Professional Profile,الملف المهني,
Profile Url,رابط الملف الشخصي,
Profiles,الملفات الشخصية,
Progress,التقدم,
Promotion,ترويج,
Property Finder,الباحث عن العقارات,
Property Portfolio Item,عنصر محفظة عقارية,
Property Type,نوع العقار,
Property Unit,وحدة عقارية,
Property Viewed,عقار تمت مشاهدته,
Provider,المزود,
Provider Results,نتائج المزود,
Providers Attempted,المزودون الذين تم المحاولة معهم,
Psychological Driver,الدافع النفسي,
pts,نقطة,
pts to,نقطة حتى,
Publish Results,نشر النتائج,
Published,منشور,
Published At,نُشر في,
Publishing,النشر,
Publishing Queue,طابور النشر,
Publishing Results,نتائج النشر,
Purchase Date,تاريخ الشراء,
Purchase Price,سعر الشراء,
Qualification Fields,حقول التأهيل,
Quality,الجودة,
Quality & Compliance,الجودة والامتثال,
Quality Analyst,محلل الجودة,
Quarterly,ربع سنوي,
Question,سؤال,
Queue,الطابور,
Queued,في الطابور,
Rank,الترتيب,
Rate,المعدل,
Rating,التقييم,
Raw Data,البيانات الخام,
Raw Results,النتائج الخام,
Read Count,عدد القراءات,
Real Estate,العقارات,
Reason,السبب,
Rebalance Workload,إعادة توازن عبء العمل,
Rebalance workload across agents?,إعادة توازن عبء العمل عبر الوكلاء؟,
Rebalanced,تمت إعادة التوازن,
Received At,تم الاستلام في,
Recent Breaches,الانتهاكات الأخيرة,
Recent Communications,الاتصالات الأخيرة,
Recipient Count,عدد المستلمين,
Reel,ريل,
Reference,المرجع,
Reference DocType,نوع المستند المرجعي,
Reference Name,اسم المرجع,
Referral,إحالة,
Rejected,مرفوض,
Related,مرتبط,
Related Event,الحدث المرتبط,
Reminder,تذكير,
Replied,تم الرد,
Replied At,تم الرد في,
Reply Count,عدد الردود,
Repurposed Outputs,المخرجات المُعاد توظيفها,
Reputation,السمعة,
Reputation Management,إدارة السمعة,
Request Type,نوع الطلب,
Resale Interest,اهتمام إعادة البيع,
Resolved,تم الحل,
Respect per-event cooldown periods to prevent spam,احترام فترات الانتظار لكل حدث لمنع التكرار,
Respect per-event daily maximums,احترام الحد الأقصى اليومي لكل حدث,
Responded,تم الرد,
Responded At,تم الرد في,
Response,استجابة,
Response Configuration,تكوين الاستجابة,
Response Status,حالة الاستجابة,
Response Template,قالب الاستجابة,
Response Time,وقت الاستجابة,
Response Time (Minutes),وقت الاستجابة (دقائق),
Response time thresholds and escalation,حدود وقت الاستجابة والتصعيد,
Response Type,نوع الاستجابة,
Responses,الاستجابات,
Result,النتيجة,
Result Data,بيانات النتيجة,
Results,النتائج,
Results Found,النتائج المعثور عليها,
Results Processed,النتائج المعالجة,
Retry,إعادة المحاولة,
Retry Attempts,محاولات الإعادة,
Retry Attempts cannot be negative,محاولات الإعادة لا يمكن أن تكون سالبة,
Retry Attempts is set very high (>10). Consider reducing.,محاولات الإعادة مرتفعة جداً (>10). يُنصح بتقليلها.,
Retry Interval (min),الفاصل الزمني للإعادة (دقائق),
Retry Interval must be at least 1 minute,الفاصل الزمني للإعادة يجب أن يكون دقيقة واحدة على الأقل,
Revenue Threshold,حد الإيرادات,
Review,تقييم,
Review Content,محتوى التقييم,
Review Date,تاريخ التقييم,
Review Entry,إدخال تقييم,
Review Text,نص التقييم,
Reviewer Name,اسم المُقيّم,
Reviews,التقييمات,
Reward,مكافأة,
Reward Badge,شارة مكافأة,
Reward Points,نقاط المكافأة,
Rewards,المكافآت,
Ringing,يرن,
ROI,العائد على الاستثمار,
Room Title,عنوان الغرفة,
Room Url Key,مفتاح رابط الغرفة,
round_robin,دوري,
RSS,RSS,
RSS Feed URLs,روابط تغذية RSS,
Rule,القاعدة,
Rule is disabled,القاعدة معطلة,
Rule Name,اسم القاعدة,
Rule {0} not found,القاعدة {0} غير موجودة,
Run,تشغيل,
Run Date,تاريخ التشغيل,
Run Script,تشغيل السكربت,
Sales Activity,نشاط المبيعات,
Sales Agent,وكيل المبيعات,
Sales Agent Workspace,مساحة عمل وكيل المبيعات,
Sales Manager,مدير المبيعات,
Sales Manager — Team Dashboard,مدير المبيعات — لوحة الفريق,
Sales User,مستخدم المبيعات,
Saturday,السبت,
Schedule,الجدول,
Scheduled,مُجدول,
Scheduled At,مجدول في,
Scheduled Datetime,تاريخ ووقت مجدول,
Scheduled time for next retry attempt,الوقت المجدول لمحاولة الإعادة التالية,
Score,النقاط,
Score Decay After (Days),تناقص النقاط بعد (أيام),
Score Decay Points/Day,نقاط التناقص/اليوم,
Score History,سجل النقاط,
Score History -,سجل النقاط -,
Score Logs,سجلات النقاط,
Scorecard recalculated for {0},تم إعادة حساب بطاقة الأداء لـ {0},
Scorecards recalculated for {0} agents,تم إعادة حساب بطاقات الأداء لـ {0} وكيل,
Scoring Configuration,تكوين التسجيل,
Scoring Criteria,معايير التسجيل,
Scoring Criterion,معيار التسجيل,
Scoring Rules,قواعد التسجيل,
"Scoring, SLA, distribution toggles",مفاتيح التسجيل واتفاقية الخدمة والتوزيع,
Script shown to agent during calls with contacts in this classification,السكربت المعروض للوكيل أثناء المكالمات مع جهات الاتصال في هذا التصنيف,
Script template shown to agent. Supports Jinja with contact fields.,قالب السكربت المعروض للوكيل. يدعم Jinja مع حقول جهات الاتصال.,
Script/template to display to agent during call,السكربت/القالب المعروض للوكيل أثناء المكالمة,
Search Configuration,تكوين البحث,
Secondary Field,الحقل الثانوي,
Secret Badge,شارة سرية,
Secret badge — keep playing to discover!,شارة سرية — استمر باللعب لاكتشافها!,
Seed Defaults,تهيئة القيم الافتراضية,
Seeded,تمت التهيئة,
Segment,شريحة,
Segment Name,اسم الشريحة,
Segments,الشرائح,
Segments & Templates,الشرائح والقوالب,
Selected Assets,الأصول المختارة,
Send Email,إرسال بريد إلكتروني,
Send Notification,إرسال إشعار,
Send SMS,إرسال رسالة نصية,
Send WhatsApp,إرسال واتساب,
Sending,جارٍ الإرسال,
Senior,كبير,
Seniority,الأقدمية,
Sent,مُرسل,
Sent Count,عدد المرسل,
Sentiment,الشعور,
Sentiment Filter,فلتر الشعور,
Sequence,التسلسل,
Sequence activated,تم تفعيل التسلسل,
Sequence can only be activated from Draft or Paused status,يمكن تفعيل التسلسل فقط من حالة المسودة أو المتوقف مؤقتاً,
Sequence Enrollment,تسجيل في التسلسل,
Sequence Name,اسم التسلسل,
Sequence Steps,خطوات التسلسل,
Set Field Value,تعيين قيمة الحقل,
Settings,الإعدادات,
Settings Hub,مركز الإعدادات,
Shift Name,اسم المناوبة,
Shift overlaps with {0} ({1} - {2}),المناوبة تتداخل مع {0} ({1} - {2}),
Shift Timing,توقيت المناوبة,
Short,قصير,
Show Campaign Information,إظهار معلومات الحملة,
Show confetti / toast on milestone achievements,إظهار احتفال عند الإنجازات,
Show Contact History,إظهار سجل جهة الاتصال,
Show Last Call Summary,إظهار ملخص آخر مكالمة,
Show Lead Score,إظهار نقاط العميل المحتمل,
Show Rank Changes,إظهار تغييرات الترتيب,
Show realtime toast when points are earned,إظهار إشعار فوري عند كسب النقاط,
Show SLA Status,إظهار حالة اتفاقية الخدمة,
Show Top N Agents,إظهار أفضل N وكيل,
Show warning when this percentage of SLA time has elapsed,إظهار تحذير عند انقضاء هذه النسبة من وقت اتفاقية الخدمة,
"Shown to agents, e.g. 'Calls over 3 minutes earn 1.5× points'",يُعرض للوكلاء، مثال: 'المكالمات أكثر من 3 دقائق تكسب 1.5× نقاط',
Shown when badge is earned. Supports {{ agent_name }},يُعرض عند الحصول على الشارة. يدعم {{ agent_name }},
Shows,يعرض,
Silver,فضي,
skill_based,مبني على المهارات,
Skills,المهارات,
Skipped,تم التخطي,
Skipped-Holiday,تم التخطي-عطلة,
SLA & Quality,اتفاقية الخدمة والجودة,
SLA Breach Log,سجل انتهاك اتفاقية الخدمة,
SLA Breached,اتفاقية الخدمة — منتهكة,
SLA Breaches,انتهاكات اتفاقية الخدمة,
SLA Compliance,الامتثال لاتفاقية الخدمة,
SLA Configuration,تكوين اتفاقية الخدمة,
SLA Deadline,موعد اتفاقية الخدمة,
SLA OK,اتفاقية الخدمة — جيد,
SLA Policies,سياسات اتفاقية الخدمة,
SLA Policy,سياسة اتفاقية الخدمة,
SLA Status,حالة اتفاقية الخدمة,
SLA Tracking,تتبع اتفاقية الخدمة,
SLA Tracking Enabled,تتبع اتفاقية الخدمة مفعّل,
SLA Warning Threshold (%),حد تحذير اتفاقية الخدمة (%),
SMS,رسالة نصية,
Snapchat,سناب شات,
Snippet,مقتطف,
Social & Content,الاجتماعي والمحتوى,
Social Account,حساب اجتماعي,
Social Comment,تعليق اجتماعي,
Social Mention,ذكر اجتماعي,
Social Performance,الأداء الاجتماعي,
Social Post,منشور اجتماعي,
Social Profiles,الملفات الاجتماعية,
Social Publishing,النشر الاجتماعي,
Softphone not available,الهاتف الرقمي غير متاح,
Sold Post Language,لغة منشور البيع,
Sold via Us,بيع عن طريقنا,
Sold-Proof Platforms,منصات إثبات البيع,
Source,المصدر,
Source Url,رابط المصدر,
Spam,بريد مزعج,
Special,خاص,
Stability AI API Key,مفتاح API Stability AI,
Stage,المرحلة,
Stale (>30d),راكد (>30 يوم),
Stale Leads,العملاء المحتملين الراكدين,
Start Date,تاريخ البدء,
Start Time,وقت البدء,
Statistics,الإحصائيات,
Status,الحالة,
Status Changed,تم تغيير الحالة,
Status Filter,فلتر الحالة,
Step History,سجل الخطوات,
Step Name,اسم الخطوة,
Step Order,ترتيب الخطوة,
Step {0} must have a channel,الخطوة {0} يجب أن تحتوي على قناة,
Steps,الخطوات,
Story,قصة,
Story Caption,وصف القصة,
Story Reaction,تفاعل القصة,
Story Reply,رد القصة,
Streak,سلسلة أيام متتالية,
Streak Configuration,تكوين الأيام المتتالية,
Streak Day,يوم متتالي,
Streak Day Starts At (Hour),بداية يوم السلسلة (ساعة),
Streak Days,أيام متتالية,
Streak Multiplier Per Day,مضاعف اليوم المتتالي,
Streak Resets After (Missed Days),إعادة تعيين السلسلة بعد (أيام فائتة),
Subject,الموضوع,
Subject is required for Email templates,الموضوع مطلوب لقوالب البريد الإلكتروني,
Success,نجاح,
Successful,ناجح,
Suggested Opening Line,عبارة الافتتاح المقترحة,
Sunday,الأحد,
Suspicious Activity Threshold,حد النشاط المشبوه,
Synced,مُزامَن,
System Manager,مدير النظام,
System Status,حالة النظام,
